artist,album,date,week_num,meta_score,user_score
Lomelda,Hannah,"September 4, 2020",36,85,89
Megan Thee Stallion,Good News,"November 20, 2020",47,85,66
Oumou Sangare,Acoustic,"June 19, 2020",25,85,0
Lilly Hiatt,Walking Proof,"March 27, 2020",13,85,82
Jeff Rosenstock,No Dream,"May 20, 2020",21,85,77
Katie Gately,Loom,"February 14, 2020",7,85,87
Taylor Swift,evermore,"December 11, 2020",50,85,95
Fontaines D.C.,A Hero's Death,"July 31, 2020",31,84,82
Max Richter,Voices,"July 31, 2020",31,84,80
Laura Veirs,My Echo,"October 23, 2020",43,84,79
Pallbearer,Forgotten Days,"October 23, 2020",43,84,72
Jyoti,"Mama, You Can Bet!","August 28, 2020",35,84,0
Biffy Clyro,A Celebration of Endings,"August 14, 2020",33,84,84
Bob Mould,Blue Hearts,"September 25, 2020",39,84,75
Kate NV,Room for the Moon,"June 12, 2020",24,84,72
Blake Mills,Mutable Set,"May 8, 2020",19,84,83
Thundercat,It Is What It Is,"April 3, 2020",14,84,79
Everything Everything,RE-ANIMATOR,"September 11, 2020",37,84,83
Bill Fay,Countless Branches,"January 17, 2020",3,84,70
Kelly Lee Owens,Inner Song,"August 28, 2020",35,84,83
William Basinski,Lamentations,"November 13, 2020",46,84,0
Sonic Boom,All Things Being Equal,"June 5, 2020",23,84,83
Coriky,Coriky,"June 26, 2020",26,84,79
No Joy,Motherhood,"August 21, 2020",34,84,0
Code Orange,Underneath,"March 13, 2020",11,84,85
Lil Uzi Vert,Eternal Atake,"March 6, 2020",10,84,71
Adrianne Lenker,songs and instrumentals,"October 23, 2020",43,84,82
Caribou,Suddenly,"February 28, 2020",9,84,80
Jessie Ware,What's Your Pleasure?,"June 26, 2020",26,84,91
Lucinda Williams,Good Souls Better Angels,"April 24, 2020",17,84,87
The Bug,In Blue,"November 20, 2020",47,84,0
Charley Crockett,Welcome to Hard Times,"July 31, 2020",31,84,64
Shabaka & the Ancestors,We Are Sent Here by History,"March 13, 2020",11,84,78
Moses Boyd,Dark Matter,"February 14, 2020",7,84,84
Ohmme,Fantasize Your Ghost,"June 5, 2020",23,83,0
Hayley Williams,Petals for Armor,"May 8, 2020",19,83,91
Ana Roxanne,Because of a Flower,"November 13, 2020",46,83,0
Thurston Moore,By the Fire,"September 25, 2020",39,83,78
Mac Miller,Circles,"January 17, 2020",3,83,78
Brandy Clark,Your Life Is a Record,"March 6, 2020",10,83,76
Touché Amoré,Lament,"October 9, 2020",41,83,88
Childish Gambino,3.15.20,"March 22, 2020",12,83,73
Angel Olsen,Whole New Mess,"August 28, 2020",35,83,82
Norah Jones,Pick Me Up Off the Floor,"June 12, 2020",24,83,81
Nadia Reid,Out of My Province,"March 6, 2020",10,83,77
The Cribs,Night Network,"November 20, 2020",47,83,83
Working Men's Club,Working Men's Club,"October 2, 2020",40,83,83
Ashley McBryde,Never Will,"April 3, 2020",14,83,83
Rustin Man,Clockdust,"March 27, 2020",13,83,0
The Dream Syndicate,The Universe Inside,"April 10, 2020",15,83,0
Jay Electronica,A Written Testimony,"March 13, 2020",11,83,75
Don Bryant,You Make Me Feel,"June 19, 2020",25,83,0
Riz Ahmed,The Long Goodbye,"March 6, 2020",10,83,78
Lianne La Havas,Lianne La Havas,"July 17, 2020",29,83,85
Other Lives,For Their Love,"April 24, 2020",17,83,78
Frances Quinlan,Likewise,"January 31, 2020",5,83,67
James Dean Bradfield,Even in Exile,"August 14, 2020",33,83,82
The Nude Party,Midnight Manor,"October 2, 2020",40,83,0
Nicolas Jaar,Cenizas,"March 27, 2020",13,82,82
Brigid Mae Power,Head Above the Water,"June 5, 2020",23,82,83
Tony Allen,Rejoice,"March 20, 2020",12,82,0
Sparks,"A Steady Drip, Drip, Drip","May 15, 2020",20,82,83
A.A. Williams,Forever Blue,"July 3, 2020",27,82,0
Victoria Monét,Jaguar,"August 7, 2020",32,82,89
Kiwi Jr.,Football Money,"January 17, 2020",3,82,68
Throwing Muses,Sun Racket,"September 4, 2020",36,82,0
Six Organs of Admittance,Companion Rises,"February 21, 2020",8,82,86
Loma,Don't Shy Away,"October 23, 2020",43,82,0
Open Mike Eagle,"Anime, Trauma and Divorce","October 16, 2020",42,82,79
Charli XCX,how i'm feeling now,"May 15, 2020",20,82,86
Nazar,Guerrilla,"March 13, 2020",11,82,0
Jessie Reyez,Before Love Came To Kill Us,"March 27, 2020",13,82,88
Cornershop,England Is a Garden,"March 6, 2020",10,82,90
The War on Drugs,Live Drugs,"November 20, 2020",47,82,83
Kacy & Clayton,Plastic Bouquet,"December 11, 2020",50,82,0
Conway the Machine,From King to a God,"September 11, 2020",37,82,80
Paul Weller,On Sunset,"July 3, 2020",27,82,80
The Chicks,Gaslighter,"July 17, 2020",29,82,83
BTS,Map of the Soul: 7,"February 21, 2020",8,82,94
Rufus Wainwright,Unfollow the Rules,"July 10, 2020",28,82,87
Empress Of,I'm Your Empress Of,"April 3, 2020",14,82,84
Steve Earle & the Dukes,Ghosts of West Virginia,"May 22, 2020",21,82,84
Jason Isbell and the 400 Unit,Reunions,"May 15, 2020",20,82,84
X,Alphabetland,"May 1, 2020",18,82,0
OOIOO,Nijimusi,"January 17, 2020",3,82,0
Protomartyr,Ultimate Success Today,"July 17, 2020",29,82,84
Jessy Lanza,All the Time,"July 24, 2020",30,82,73
U.S. Girls,Heavy Light,"March 6, 2020",10,82,76
Autechre,SIGN,"October 16, 2020",42,82,72
Soccer Mommy,color theory,"February 28, 2020",9,81,82
Ruston Kelly,Shape & Destroy,"August 28, 2020",35,81,0
Mark Lanegan,Straight Songs of Sorrow,"May 8, 2020",19,81,80
Chloe x Halle,Ungodly Hour,"June 12, 2020",24,81,90
Jeff Tweedy,Love Is the King,"October 23, 2020",43,81,80
Keleketla!,Keleketla!,"July 3, 2020",27,81,0
Denzel Curry,UNLOCKED,"February 7, 2020",6,81,81
Declan McKenna,Zeros,"September 4, 2020",36,81,90
Shamir,Shamir,"October 2, 2020",40,81,83
Dua Lipa,Club Future Nostalgia: The Remix Album,"August 28, 2020",35,81,46
Bright Eyes,"Down in the Weeds, Where the World Once Was","August 21, 2020",34,81,77
Oneohtrix Point Never,Magic Oneohtrix Point Never,"October 30, 2020",44,81,83
Chris Stapleton,Starting Over,"November 13, 2020",46,81,85
Owen,The Avalanche,"June 19, 2020",25,81,74
Arbouretum,Let It All In,"March 20, 2020",12,81,0
Bananagun,True Story of Bananagun,"June 26, 2020",26,81,86
Aoife Nessa Frances,Land of No Junction,"January 17, 2020",3,81,0
I Break Horses,Warnings,"May 8, 2020",19,81,86
The Necks,Three,"March 27, 2020",13,81,0
Nubya Garcia,Source,"August 21, 2020",34,81,81
Girl Friday,Androgynous Mary,"August 21, 2020",34,81,0
Margo Price,That's How Rumors Get Started,"July 10, 2020",28,81,79
Courtney Marie Andrews,Old Flowers,"July 24, 2020",30,81,54
Paul McCartney,McCartney III,"December 18, 2020",51,81,81
Woods,Strange to Explain,"May 22, 2020",21,81,83
Beabadoobee,Fake It Flowers,"October 16, 2020",42,81,86
Daniel Blumberg,On&On,"July 31, 2020",31,81,0
Jehnny Beth,To Love Is to Live,"June 12, 2020",24,81,78
Badly Drawn Boy,Banana Skin Shoes,"May 22, 2020",21,81,77
Ren Harvieu,Revel in the Drama,"April 3, 2020",14,81,87
Mr. Bungle,The Raging Wrath Of The Easter Bunny Demo,"October 30, 2020",44,81,89
100 gecs,1000 gecs & the Tree of Clues,"July 10, 2020",28,81,76
Andy Shauf,The Neon Skyline,"January 24, 2020",4,81,79
21 Savage,Savage Mode II,"October 2, 2020",40,81,78
Gorillaz,"Song Machine, Season One: Strange Timez","October 23, 2020",43,81,88
Lamb of God,Lamb of God,"June 19, 2020",25,81,82
Caroline Rose,Superstar,"March 6, 2020",10,81,81
Nine Inch Nails,Ghosts V: Together,"March 27, 2020",13,81,77
Fuzz,III,"October 23, 2020",43,81,0
070 Shake,Modus Vivendi,"January 17, 2020",3,80,78
Sufjan Stevens,The Ascension,"September 25, 2020",39,80,83
Stephen Malkmus,Traditional Techniques,"March 6, 2020",10,80,70
Destroyer,Have We Met,"January 31, 2020",5,80,75
Anjimile,Giver Taker,"September 18, 2020",38,80,0
Drive-By Truckers,The New OK,"October 2, 2020",40,80,48
The Flaming Lips,American Head,"September 11, 2020",37,80,87
Hamilton Leithauser,The Loves of Your Life,"April 10, 2020",15,80,81
Kathleen Edwards,Total Freedom,"August 14, 2020",33,80,76
Maria McKee,La Vita Nuova,"March 13, 2020",11,80,83
Kamaal Williams,Wu Hen,"July 24, 2020",30,80,0
Sam Prekop,Comma,"September 11, 2020",37,80,0
The Weeknd,After Hours,"March 20, 2020",12,80,87
Helena Deland,Someone New,"October 16, 2020",42,80,91
Orlando Weeks,Quickening,"June 12, 2020",24,80,78
Rolling Blackouts Coastal Fever,Sideways to New Italy,"June 5, 2020",23,80,84
Wire,Mind Hive,"January 24, 2020",4,80,70
...And You Will Know Us by the Trail of Dead,X: The Godless Void and Other Stories,"January 17, 2020",3,80,86
drmm,Bedroom,"July 3, 2020",27,80,80
Disq,Collector,"March 6, 2020",10,80,84
The Chats,High Risk Behaviour,"March 27, 2020",13,80,76
Ian William Craig,Red Sun Through Smoke,"March 27, 2020",13,80,0
Nada Surf,Never Not Together,"February 7, 2020",6,80,81
Jason Molina,Eight Gates,"August 7, 2020",32,80,68
Drive-By Truckers,The Unraveling,"January 31, 2020",5,80,72
METZ,Atlas Vending,"October 9, 2020",41,80,83
Old 97's,Twelfth,"August 21, 2020",34,80,0
BTS,BE,"November 20, 2020",47,80,95
Halsey,Manic,"January 17, 2020",3,80,83
Sir Richard Bishop,Oneiric Formulary,"April 17, 2020",16,80,0
Pottery,Welcome to Bobby's Motel,"June 26, 2020",26,80,0
Doves,The Universal Want,"September 11, 2020",37,80,84
Rico Nasty,Nightmare Vacation,"December 4, 2020",49,80,80
Nine Inch Nails,Ghosts VI: Locusts,"March 27, 2020",13,80,73
Enter Shikari,Nothing Is True & Everything Is Possible,"April 17, 2020",16,80,84
Puscifer,Existential Reckoning,"October 30, 2020",44,80,90
Pearl Jam,Gigaton,"March 27, 2020",13,80,84
Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Viscerals,"April 3, 2020",14,80,74
Khruangbin,Mordechai,"June 26, 2020",26,79,82
Lady Gaga,Chromatica,"May 29, 2020",22,79,85
Lanterns on the Lake,Spook the Herd,"February 21, 2020",8,79,86
Carly Rae Jepsen,Dedicated Side B,"May 21, 2020",21,79,90
Swamp Dogg,Sorry You Couldn't Make It,"March 6, 2020",10,79,0
Homesick,Big Exercise,"February 7, 2020",6,79,0
Bambara,Stray,"February 14, 2020",7,79,79
Larkin Poe,Self Made Man,"June 12, 2020",24,79,78
Wiley,The Godfather 3,"June 5, 2020",23,79,0
"Royce da 5'9""",The Allegory,"February 21, 2020",8,79,84
Half Waif,The Caretaker,"March 27, 2020",13,79,82
Sharon Jones & the Dap-Kings,Just Dropped In (To See What Condition My Rendition Was In),"October 23, 2020",43,79,0
Katie von Schleicher,Consummation,"May 22, 2020",21,79,0
The Big Moon,Walking Like We Do,"January 10, 2020",2,79,62
clipping.,Visions of Bodies Being Burned,"October 23, 2020",43,79,83
Uniform,Shame,"September 11, 2020",37,79,0
Tim Burgess,I Love the New Sky,"May 22, 2020",21,79,83
Sorry,925,"March 27, 2020",13,79,81
Cabaret Voltaire,Shadow of Fear,"November 20, 2020",47,79,0
Basia Bulat,Are You in Love?,"March 27, 2020",13,79,78
Låpsley,Through Water,"March 20, 2020",12,79,81
Tame Impala,The Slow Rush,"February 14, 2020",7,79,84
Grimes,Miss Anthropocene,"February 21, 2020",8,79,88
AC/DC,Power Up,"November 13, 2020",46,79,88
Ty Dolla $ign,Featuring Ty Dolla $ign,"October 23, 2020",43,79,83
The Jayhawks,XOXO,"July 10, 2020",28,79,79
Adulkt Life,Book of Curses,"November 6, 2020",45,79,0
Gum Country,Somewhere,"June 19, 2020",25,79,0
NZCA Lines,Pure Luxury,"July 10, 2020",28,79,0
Dizzee Rascal,E3 AF,"October 30, 2020",44,79,0
Ghostpoet,I Grow Tired But Dare Not Fall Asleep,"May 1, 2020",18,79,83
Gordi,Our Two Skins,"June 26, 2020",26,79,71
Julianna Barwick,Healing Is a Miracle,"July 10, 2020",28,79,80
The Beths,Jump Rope Gazers,"July 10, 2020",28,79,81
Bonny Light Horseman,Bonny Light Horseman,"January 24, 2020",4,78,77
Sam Amidon,Sam Amidon,"October 23, 2020",43,78,0
Bettye LaVette,Blackbirds,"August 28, 2020",35,78,0
Actress,Karma & Desire,"October 23, 2020",43,78,90
The Mountain Goats,Getting Into Knives,"October 23, 2020",43,78,83
Hinds,The Prettiest Curse,"June 5, 2020",23,78,77
Lambchop,Trip,"November 13, 2020",46,78,0
Vladislav Delay,Rakka,"February 28, 2020",9,78,0
A.G. Cook,Apple,"September 18, 2020",38,78,76
Squirrel Flower,I Was Born Swimming,"January 31, 2020",5,78,82
Allie X,Cape God,"February 21, 2020",8,78,90
Georgia,Seeking Thrills,"January 10, 2020",2,78,73
Beach Bunny,Honeymoon,"February 14, 2020",7,78,82
BENEE,Hey U x,"November 13, 2020",46,78,84
Metallica,S&M2 [Live],"August 28, 2020",35,78,60
Westerman,Your Hero Is Not Dead,"June 5, 2020",23,78,83
Shopping,All or Nothing,"February 7, 2020",6,78,80
Nicole Atkins,Italian Ice,"May 29, 2020",22,78,87
Damien Jurado,"What's New, Tomboy?","May 1, 2020",18,78,0
Tennis,Swimmer,"February 14, 2020",7,78,85
The Psychedelic Furs,Made Of Rain,"July 31, 2020",31,78,79
Dehd,Flower of Devotion,"July 17, 2020",29,78,85
Ozzy Osbourne,Ordinary Man,"February 21, 2020",8,78,78
Wasted Shirt,Fungus II,"February 28, 2020",9,78,0
Sports Team,Deep Down Happy,"June 5, 2020",23,78,43
Sad13,Haunted Painting,"September 25, 2020",39,78,82
Elvis Costello,Hey Clockface,"October 30, 2020",44,78,79
Ben Watt,Storm Damage,"January 31, 2020",5,78,0
Real Estate,The Main Thing,"February 28, 2020",9,77,79
Dream Nails,Dream Nails,"August 28, 2020",35,77,0
Alicia Keys,Alicia,"September 18, 2020",38,77,87
Lydia Loveless,Daughter,"September 25, 2020",39,77,0
Fantastic Negrito,Have You Lost Your Mind Yet?,"August 14, 2020",33,77,0
Torres,Silver Tongue,"January 31, 2020",5,77,86
My Morning Jacket,Waterfall II,"July 10, 2020",28,77,84
Samia,The Baby,"August 28, 2020",35,77,0
Emmy the Great,April,"October 9, 2020",41,77,0
Jack Garratt,"Love, Death & Dancing","June 12, 2020",24,77,82
Pretenders,Hate for Sale,"July 17, 2020",29,77,78
Emma Swift,Blonde on the Tracks,"August 14, 2020",33,77,0
Jackie Lynn,Jacqueline,"April 10, 2020",15,77,80
Luke Haines,Beat Poetry for Survivalists,"March 6, 2020",10,77,0
John Moreland,LP5,"February 7, 2020",6,77,0
Marilyn Manson,WE ARE CHAOS,"September 11, 2020",37,77,88
Braids,Shadow Offering,"June 19, 2020",25,77,75
Sarah Davachi,Cantus Descant,"September 18, 2020",38,77,0
Belle and Sebastian,What to Look for in Summer [Live],"December 11, 2020",50,77,0
Travis,10 Songs,"October 9, 2020",41,77,83
Fenne Lily,Breach,"September 18, 2020",38,77,0
Kehlani,It Was Good Until It Wasn't,"May 8, 2020",19,77,86
Dream Wife,So When You Gonna...,"July 3, 2020",27,77,82
Brian Fallon,Local Honey,"March 27, 2020",13,77,84
Marcus King,El Dorado,"January 17, 2020",3,77,69
Bully,SUGAREGG,"August 21, 2020",34,77,0
Car Seat Headrest,Making a Door Less Open,"May 1, 2020",18,77,74
Shabazz Palaces,The Don of Diamond Dreams,"April 17, 2020",16,77,80
Matt Berninger,Serpentine Prison,"October 16, 2020",42,77,75
Marie Davidson,Renegade Breakdown,"September 25, 2020",39,76,0
Idles,Ultra Mono,"September 25, 2020",39,76,77
Naeem,Startisha,"June 12, 2020",24,76,0
Nothing,Great Dismal,"October 30, 2020",44,76,79
The Killers,Imploding the Mirage,"August 21, 2020",34,76,86
Daniel Avery,Illusion of Time,"March 27, 2020",13,76,68
Sløtface,Sorry for the Late Reply,"January 31, 2020",5,76,67
Alice Boman,Dream On,"January 17, 2020",3,76,75
Pinegrove,Marigold,"January 17, 2020",3,76,68
Selena Gomez,Rare,"January 10, 2020",2,76,87
Deradoorian,Find the Sun,"September 18, 2020",38,76,0
Jade Hairpins,Harmony Avenue,"May 29, 2020",22,76,0
Nap Eyes,Snapshot of a Beginner,"March 27, 2020",13,76,0
Greg Dulli,Random Desire,"February 21, 2020",8,76,87
Kaitlyn Aurelia Smith,The Mosaic of Transformation,"May 15, 2020",20,76,0
Melanie C,Melanie C,"October 2, 2020",40,76,84
Squarepusher,Be Up a Hello,"January 31, 2020",5,76,62
Black Lips,Sing in a World That's Falling Apart,"January 24, 2020",4,76,71
King Gizzard & the Lizard Wizard,K.G.,"November 20, 2020",47,76,91
Of Montreal,Ur Fun,"January 17, 2020",3,76,67
Erasure,The Neon,"August 21, 2020",34,76,66
Jaga Jazzist,Pyramid,"August 7, 2020",32,75,0
LA Priest,Gene,"June 5, 2020",23,75,0
Christian Lee Hutson,Beginners,"May 29, 2020",22,75,0
Juice WRLD,Legends Never Die,"July 10, 2020",28,75,78
Glass Animals,Dreamland,"August 7, 2020",32,75,84
M. Ward,Migration Stories,"April 3, 2020",14,75,78
Cults,Host,"September 18, 2020",38,75,0
Aminé,Limbo,"August 7, 2020",32,75,81
Humanist,HUMANIST,"February 21, 2020",8,75,0
Deerhoof,Future Teenage Cave Artists,"May 29, 2020",22,75,84
The Strokes,The New Abnormal,"April 10, 2020",15,75,91
Pet Shop Boys,Hotspot,"January 24, 2020",4,75,76
Noveller,Arrow,"June 12, 2020",24,75,0
Ala.Ni,ACCA,"January 31, 2020",5,75,0
Muzz,Muzz,"June 5, 2020",23,75,86
Spinning Coin,Hyacinth,"February 21, 2020",8,75,0
The Lemon Twigs,Songs for the General Public,"August 21, 2020",34,75,69
Nick Hakim,Will This Make Me Good,"May 15, 2020",20,75,0
Miley Cyrus,Plastic Hearts,"November 27, 2020",48,75,95
Willie Nelson,First Rose of Spring,"July 3, 2020",27,75,0
DMA's,The Glow,"July 10, 2020",28,75,84
Magnetic Fields,Quickies,"May 15, 2020",20,75,64
Public Enemy,What You Gonna Do When the Grid Goes Down?,"September 25, 2020",39,75,80
Cable Ties,Far Enough,"March 27, 2020",13,75,0
Mandy Moore,Silver Landings,"March 6, 2020",10,75,88
Holy Fuck,Deleter,"January 17, 2020",3,75,74
Sigur Rós,Odin's Raven Magic,"December 4, 2020",49,74,90
Baauer,Planet's Mad,"June 19, 2020",25,74,80
Little Mix,Confetti,"November 6, 2020",45,74,94
Jess Williamson,Sorceress,"May 15, 2020",20,74,0
Arca,KiCk i,"June 26, 2020",26,74,86
Bombay Bicycle Club,Everything Else Has Gone Wrong,"January 17, 2020",3,74,70
Future Islands,As Long as You Are,"October 9, 2020",41,74,87
Anna Burch,If You're Dreaming,"April 3, 2020",14,74,70
Brooke Bentham,Everyday Nothing,"February 28, 2020",9,74,0
Mourn,Self Worth,"October 30, 2020",44,74,0
Agnes Obel,Myopia,"February 21, 2020",8,74,81
Dan Deacon,Mystic Familiar,"January 31, 2020",5,74,88
Madeline Kenney,Sucker's Lunch,"July 31, 2020",31,74,0
Four Tet,Sixteen Oceans,"March 13, 2020",11,74,83
Ellie Goulding,Brightest Blue,"July 17, 2020",29,74,88
Jim White,The Quickening,"May 15, 2020",20,74,0
Toots & the Maytals,Got to Be Tough,"August 28, 2020",35,74,0
No Age,Goons Be Gone,"June 5, 2020",23,74,0
Field Music,Making a New World,"January 10, 2020",2,73,70
Algiers,There Is No Year,"January 17, 2020",3,73,69
The Streets,None of Us Are Getting out of This Life Alive,"July 10, 2020",28,73,80
Kevin Morby,Sundowner,"October 16, 2020",42,73,0
Harkin,Harkin,"April 24, 2020",17,73,0
The Howling Hex,Knuckleball Express,"April 17, 2020",16,73,0
King Krule,Man Alive!,"February 21, 2020",8,73,81
The Districts,You Know I'm Not Going Anywhere,"March 13, 2020",11,73,80
HMLTD,West of Eden,"February 7, 2020",6,73,79
Tricky,Fall To Pieces,"September 4, 2020",36,73,78
The Orielles,Disco Volador,"February 28, 2020",9,73,80
Brendan Benson,Dear Life,"April 24, 2020",17,73,80
Austra,Hirudin,"May 1, 2020",18,73,73
Sylvan Esso,Free Love,"September 25, 2020",39,73,0
Kesha,High Road,"January 31, 2020",5,73,87
Hazel English,Wake UP!,"April 24, 2020",17,73,79
The Orb,Abolition of the Royal Familia,"March 27, 2020",13,73,0
Little Dragon,"New Me, Same Us","March 27, 2020",13,73,74
Hilary Woods,Birthmarks,"March 13, 2020",11,73,0
Liam Gallagher,MTV Unplugged [Live at Hull City Hall],"June 12, 2020",24,73,81
Public Practice,Gentle Grip,"May 15, 2020",20,72,0
Death Valley Girls,Under the Spell of Joy,"October 2, 2020",40,72,80
TOPS,I Feel Alive,"April 3, 2020",14,72,81
Roger Eno,Mixing Colours,"March 20, 2020",12,72,0
Kylie Minogue,DISCO,"November 6, 2020",45,72,89
Disclosure,Energy,"August 28, 2020",35,72,78
J Balvin,Colores,"March 20, 2020",12,72,69
Poppy,I Disagree,"January 10, 2020",2,72,85
Osees,Protean Threat,"September 18, 2020",38,72,80
Nas,King's Disease,"August 21, 2020",34,72,84
Laraaji,Sun Piano,"July 17, 2020",29,72,0
Machine Gun Kelly,Tickets to My Downfall,"September 25, 2020",39,72,82
Sufjan Stevens,Aporia,"March 24, 2020",13,72,70
Hannah Georgas,All That Emotion,"September 4, 2020",36,72,0
Purity Ring,Womb,"April 3, 2020",14,72,79
Ariana Grande,Positions,"October 30, 2020",44,72,75
Jónsi,Shiver,"October 2, 2020",40,71,84
Eels,Earth To Dora,"October 30, 2020",44,71,78
Big Sean,Detroit 2,"September 4, 2020",36,71,83
Alanis Morissette,Such Pretty Forks in the Road,"July 31, 2020",31,71,87
Will Butler,Generations,"September 25, 2020",39,71,0
BlackPink,The Album,"October 2, 2020",40,71,86
Kid Cudi,"Man on the Moon, Vol. 3: The Chosen","December 11, 2020",50,71,85
Bing & Ruth,Species,"July 17, 2020",29,71,0
Diet Cig,Do You Wonder About Me?,"May 1, 2020",18,71,77
Nicolas Godin,Concrete and Glass,"January 24, 2020",4,71,0
Lee Ranaldo/Raül Refree,Names of North End Women,"February 21, 2020",8,70,0
Moaning,Uneasy Laughter,"March 20, 2020",12,70,0
Built to Spill,Plays the Songs of Daniel Johnston,"June 12, 2020",24,70,0
Wolf Parade,Thin Mind,"January 24, 2020",4,70,79
King Gizzard & the Lizard Wizard,Chunky Shrapnel [Live],"May 22, 2020",21,70,80
Flat Worms,Antarctica,"April 10, 2020",15,70,0
Deap Lips,Deap Lips,"March 13, 2020",11,70,51
EOB,Earth,"April 17, 2020",16,70,83
Pop Smoke,Shoot For The Stars Aim For The Moon,"July 3, 2020",27,70,67
Poliça,When We Stay Alive,"January 31, 2020",5,70,69
M. Ward,Think of Spring,"December 11, 2020",50,70,0
Whitney,Candid,"August 14, 2020",33,70,0
Amnesia Scanner,Tearless,"June 19, 2020",25,70,0
Future,High Off Life,"May 15, 2020",20,70,74
Cut Copy,"Freeze, Melt","August 21, 2020",34,69,88
The 1975,Notes on a Conditional Form,"May 22, 2020",21,69,70
Porches,Ricky Music,"March 13, 2020",11,69,68
A Certain Ratio,ACR Loco,"September 25, 2020",39,69,0
Yusuf,Tea for the Tillerman 2,"September 18, 2020",38,69,80
Yung Lean,Starz,"May 15, 2020",20,68,80
Ellis,Born Again,"April 3, 2020",14,68,0
Nathaniel Rateliff,And It's Still Alright,"February 14, 2020",7,68,87
La Roux,Supervision,"February 7, 2020",6,68,70
Billie Joe Armstrong,No Fun Mondays,"November 27, 2020",48,68,0
Green Day,Father of All…,"February 7, 2020",6,68,49
Annie,Dark Hearts,"October 16, 2020",42,67,87
Teddy Thompson,Heartbreaker Please,"May 29, 2020",22,67,0
Yungblud,Weird!,"December 4, 2020",49,66,87
Best Coast,Always Tomorrow,"February 21, 2020",8,66,79
Various Artists,Angelheaded Hipster: The Songs of Marc Bolan & T. Rex,"September 4, 2020",36,65,0
Mura Masa,R.Y.C.,"January 17, 2020",3,65,66
Shawn Mendes,Wonder,"December 4, 2020",49,65,81
Eminem,Music to Be Murdered By - Side B (Deluxe Edition),"December 18, 2020",51,65,93
Sam Smith,Love Goes,"October 30, 2020",44,64,84
Eminem,Music To Be Murdered By,"January 17, 2020",3,64,85
The Avett Brothers,The Third Gleam,"August 28, 2020",35,64,0
Remo Drive,Portrait of an Ugly Man,"June 26, 2020",26,64,0
Washed Out,Purple Noon,"August 7, 2020",32,63,85
Caleb Landry Jones,The Mother Stone,"May 1, 2020",18,63,86
Niall Horan,Heartbreak Weather,"March 13, 2020",11,63,89
The Dears,Lovers Rock,"May 15, 2020",20,63,76
